"Topic	Words	Probabilities",,,,,,,,,,,,,,,,,,
"Topic 395	('culicis'", 'aedis', 'infection', 'coinfection', 'proteins', 'proteome', 'infections', 'aegypti', 'mosquito'," 'microsporidia')	(0.0356235869516345", 0.034591971045620604, 0.029728980399470886,0.025549757, 0.022315768564938394, 0.020616894542940956, 0.018949262286777614, 0.018445299812964857,0.017206167, 0.014413837128125514)
"Topic 396	('helpers'", 'egg', 'eggs', 'yolk', 'laterlaid', 'allocation', 'laying', 'offspring', 'fledging'," 'lipids')	(0.04037582060879435", 0.024028072395728538, 0.023901121502682896, 0.020890530307516218,0.020350712,0.018796528,0.017664864,0.017158944,0.015523286, 0.01540363592765399)
"Topic 397	('substrate'", 'roof', 'roofs', 'green', 'substrates', 'retention', 'fabaceae', 'depth', 'deep'," 'transpiration')	(0.05696551584369211", 0.040621658534254645,0.029400793,0.028451513, 0.026376946147858897,0.020967575, 0.019593051633203566, 0.017166328741602923,0.017115048, 0.0166979715353321)
"Topic 398	('finmarchicus'", 'calanus', 'copepods', 'loch', 'hfker', 'copepod', 'diapause', 'etive', 'lenz'," 'rna')	(0.039674638340461", 0.036432262640077935, 0.021210624625380824, 0.016770304425270336,0.016522001, 0.015818105434351918, 0.013188819256269201,0.011984027,0.01185189, 0.01173793254868716)
"Topic 399	('eusocial'", 'egalitarian', 'groups', 'group', 'fmax', 'resources', 'variance', 'resource', 'fronhofer'," 'c0')	(0.05653480854101825",0.039907051, 0.027571940322117655,0.019292424,0.018524892, 0.017501670274507556,0.016599687, 0.016536167198956012, 0.014500787157171601, 0.012063775419149615)
"Topic 400	('mussels'", 'deepsea', 'vents', 'bathymodiolinae', 'bathymodiolus', 'seeps', 'vent', 'hydrothermal', 'mytilidae'," 'thubaut')	(0.047284943133024275", 0.041186413459622116,0.036200629, 0.027092973467347996,0.027045153, 0.023707691023862262, 0.019422537348913107, 0.017471913166830798, 0.016997289475450646, 0.016533080258087588)
"Topic 401	('roosts'", 'roost', 'bat', 'bats', 'tailed', 'reunion', 'joints', 'free', 'parturition'," 'maternity')	(0.05546674994322033",0.038014188, 0.035308709119551585,0.024809893,0.019025254, 0.018933256429363672,0.013760062, 0.012408003966812645,0.011614028, 0.01124036566975723)
"Topic 402	('ga1'", 'african', 'civ', 'cog', 'votes', 'uga', 'africa', 'ga2', 'nga'," 'gabon')	(0.02050761302677816", 0.020247590857181547,0.019037282,0.017617831, 0.015333822779607544, 0.015174015276429064, 0.014882852578599018,0.014794668, 0.014629541012741925, 0.013381548895966473)
"Topic 403	('calf'", 'bottlenose', 'tursiops', 'dolphins', 'truncatus', 'dolphin', 'couet', 'bc2', 'bc1'," 'survival')	(0.03421948916724461",0.027399957, 0.026949431452685104,0.024859395, 0.019289872543488455, 0.016340548202840907, 0.015708945135166942, 0.013895605015367931, 0.013802087456115483, 0.012897242263516639)
"Topic 404	('larval'", 'aegypti', 'ae', 'rabai', 'lop', 'oviposition', 'peridomestic', 'containers', 'domestic'," 'aaf')	(0.0589871772901496",0.054009769, 0.047329446887233145,0.040423236,0.034817811, 0.024630509137383384, 0.024310624150388604,0.022694652,0.022627147, 0.019081509382627718)
"Topic 405	('teeth'", 'tooth', 'snakes', 'curvature', 'prey', 'hard', 'snake', 'shape', 'feeding'," 'slippery')	(0.07726595609012807",0.05229358,0.047978075,0.026972768,0.02289262, 0.020055718392755956,0.018700291, 0.018202090342279764,0.0159746, 0.01471812230438871)
"Topic 406	('springer'", 'content', 'nature', 'ecrs', 'publishing', 'warranties', 'any', 'academic', 'researchers'," 'licence')	(0.04580209854370492",0.027698516, 0.023631414401079097, 0.022686263757656935, 0.021947838009443894, 0.021588157143731357, 0.018436059732247136, 0.018324360290561385, 0.017430314975034628, 0.01714145118695699)
"Topic 407	('denitrifiers'", 'dea', 'ctrl', 'nirk', 'nosz', 'droughts', 'snow', 'drought', 'nea'," 'moisture')	(0.030565527188449564", 0.027098488591985312, 0.020234882462656298, 0.018542188478420867,0.017512067, 0.016490069752917665, 0.015114156194291007, 0.014327765340891209, 0.014189025037652337, 0.013132975823431273)
"Topic 408	('0001'", 'genotype', 'diet', 'gut', 'bacterioplankton', 'microbiota', 'vectors', 'daphnia', 'bpk'," 'scenedesmus')	(0.056393535389928126",0.055768405,0.053421626, 0.053185363330667895, 0.044910249171907876, 0.035440647700713236,0.029225372,0.027462448, 0.025711943452191417, 0.025243043947737406)
"Topic 409	('mutualistic'", 'direction', 'indicator', 'critical', 'state', 'slowing', 'collapses', 'collapse', 'future'," 'network')	(0.022283737748943128",0.020792696, 0.020699283765795332, 0.016447190928277584, 0.014337184632572624, 0.013973160872114981, 0.012895508550744643, 0.012733085767032836, 0.011666832585898596, 0.011497246141137965)
"Topic 410	('asexual'", 'genotypes', 'sexual', 'tness', 'parthenogenetic', 'mlgs', 'padi', 'genetic', 'clonal'," 'ftns')	(0.03445385772629557", 0.027145567324264232, 0.022649124125711174, 0.014553568637135085, 0.012553905462948368, 0.012207143344585076, 0.011955836603872772,0.009840874,0.009254049, 0.008433322985498795)
"Topic 411	('treeline'", 'treelines', 'nepal', 'campanulatum', 'himalaya', 'langtang', 'krner', 'spectabilis', 'upward'," 'above')	(0.06634531956664497", 0.029902574269853346, 0.023552624439460663,0.015776988, 0.015524445766372427, 0.014991530742671599, 0.014842972790643788, 0.014018363191163579, 0.012637337002360359, 0.012290302889099455)
"Topic 412	('bai'", 'grafting', 'grafted', 'bal', 'trees', 'ba', 'log', 'heg', 'root'," 'balsam')	(0.062033198171907375",0.057935373, 0.057884702274335266, 0.046033619806965964,0.034609855, 0.030301177095527602, 0.028802812420701714,0.027356866, 0.024680360174262485, 0.022806503242437926)
"Topic 413	('top'", 'semantic', 'concepts', 'thesaurus', 'characteristics', 'denitions', 'standards', 'ontology', 'web'," 'ontologies')	(0.027207695707272463", 0.024729872152866803,0.02230344, 0.019641449439022764, 0.014019563167030657, 0.013633722010222987, 0.013021049340946654, 0.012819991971709062,0.01162848, 0.011480757038077065)
"Topic 414	('anhydrobiotic'", 'anhydrobiosis', 'tardigrades', 'rebecchi', 'org', 'ari', 'tardigrade', 'desiccation', 'roszkowska'," 'jnsson')	(0.04933985209610752",0.037546914,0.032237388,0.027804126, 0.024505346169752938,0.024083437,0.023647165,0.022745061,0.01799159, 0.014435690741185033)
"Topic 415	('chough'", 'visitors', 'choughs', 'ouessant', 'visitor', 'tourism', 'kerbiriou', 'pyrrhocorax', 'viability'," 'disturbance')	(0.032863982648075524",0.032138839,0.03211432, 0.027718742216747937, 0.027590248213192187, 0.021017614065681155, 0.019123030732287688, 0.015669942316105506,0.014219488, 0.013453643385423623)
"Topic 416	('needle'", 'voc', 'needles', 'halepensis', 'allelopathic', 'strictum', 'dose', 'senescent', 'germination'," 'rae')	(0.05130167315220927", 0.045511753266154566, 0.042233038938124766,0.037636175, 0.031687212277619815, 0.025532743684607374, 0.023176545029067623, 0.022726527414788186,0.022018305, 0.02200793948357427)
"Topic 417	('msy'", 'resilience', 'predator', 'yield', 'catchabilities', 'harvesting', '101111oik03985', 'harvest', 'prey'," 'effort')	(0.05100321214016958", 0.044517185678195285, 0.034778034114963045,0.032020231, 0.030071636831975997, 0.027350358454238076,0.026443203,0.024624744,0.019244173, 0.01777021808616903)
"Topic 418	('lek'", 'bats', 'foraging', 'night', 'bat', 'fa', 'locations', 'roost', 'fas'," 'lands')	(0.03857078560411915", 0.027086230169484676, 0.022182679065397466,0.021892695,0.018768611, 0.017931444099375696, 0.017568524434975478, 0.015363793828976348, 0.014844062209304424, 0.012529310571427537)
"Topic 419	('liberica'", 'owering', 'coffea', 'canephora', 'arabica', 'sarramea', 'coffee', 'caledonia', 'gomez'," 'ow')	(0.04141961108861756",0.040666143,0.032830784, 0.032368606053236826,0.027852184,0.02198042, 0.018050256318880572,0.017708747, 0.017083361754531057, 0.012754479064748851)
"Topic 420	('ph'", 'acidification', 'fertilization', 'purpuratus', 'hofmann', 'urchin', 'ocean', 'strongylocentrotus', 'pht'," 'exposures')	(0.04904234580964909",0.035123094,0.034875171,0.025768503, 0.025274457671451894,0.025183953, 0.022302898219749238, 0.019281639945854804,0.018070862, 0.017845492827133956)
"Topic 421	('ires'", 'services', 'intermittence', 'flowing', 'flow', 'datry', 'intermittent', 'ecosystem', 'sbas'," 'rivers')	(0.0792366126001632", 0.037815289039100884,0.035151196, 0.025646794319055866, 0.023640135626396653, 0.021019533441788824,0.020603211,0.020141032, 0.016662416863778035, 0.016242299590861035)
"Topic 422	('nectar'", 'amplexicaule', 'guttatus', 'sativa', 'sugar', 'litter', 'oral', 'plant', 'amendment'," 'pollinators')	(0.06396539840666089", 0.039414311566276755,0.03602742, 0.025532822768498588, 0.024042594365057745, 0.018648225706840313, 0.018529627376140716, 0.013170022413392502, 0.012351780303198863, 0.011377495419406058)
"Topic 423	('mucedo'", 'sultana', 'cumbria', 'norfolk', 'glasgow', 'dhc', 'hydrologically', 'hydrological', 'connected'," 'sites')	(0.05015702184812392",0.044309492, 0.024650603982452637,0.02440705, 0.023345874308105228,0.022191725, 0.021023739360028316, 0.018035136876293097,0.016908429, 0.012646615638863119)
"Topic 424	('births'", 'metrics', 'phenology', 'rhythmicity', 'regularity', 'preprint', 'metric', 'biorxiv', 'doiorg10110120210517444418'," 'synchrony')	(0.04843387111922084",0.047370284,0.039809819,0.033144229, 0.028273897719388822, 0.024810775117122045, 0.022572904665459997,0.019924818, 0.019215450646106753, 0.018952855586708506)
"Topic 425	('offspring'", 'weaning', 'mass', 'failed', 'maternal', 'litters', 'ratio', 'ci95', 'year'," 'birth')	(0.034766491294729314", 0.028164859157740234,0.025597944, 0.023698444269640184, 0.023422202800192596, 0.023042422241201437, 0.022452773342301172,0.021385862, 0.020207892754443055, 0.01962686456999558)
"Topic 426	('depth'", 'water', 'labelling', '18o', '2h', 'uptake', 'xylem', 'c2', 'trees'," 'c1')	(0.03583532426352893", 0.033312712468348826,0.031606795, 0.030471995760976523, 0.028540094026713494,0.025018428, 0.024690990064415875, 0.022558703642330005, 0.021619586488961094, 0.02079767427570446)
"Topic 427	('being'", 'well', 'functioning', 'human', 'ecosystem', 'ulrich', 'diversity', '25042023', 'besjournalsonlinelibrarywileycomdoi101002pan310421'," 'services')	(0.029889144517054364", 0.025793973229563907, 0.016023261924558805,0.014127471, 0.013410905633492573,0.011057971, 0.010149008658167494,0.009996126,0.009996126, 0.009624523823292727)
"Topic 428	('hydrothermal'", 'vent', 'deepsea', 'deep', 'ridge', 'fluid', 'gollner', 'sea', 'mcclain'," 'sarrazin')	(0.030566417275574284", 0.026896494270142936,0.019396069, 0.015356857392486928,0.011468388, 0.010846148065526359, 0.010779436952468075,0.010741114, 0.010498092748525027, 0.010220947881230309)
"Topic 429	('observers'", 'observer', 'trend', 'o1', 'tmin', 'monitoring', 't25', 'o24', 'nrmsd'," 'scenarios')	(0.061957106765146874",0.03342569,0.027042247, 0.023182081700080803, 0.020466305077207272,0.019059851,0.017904365,0.017412527, 0.016476478822062064, 0.014973503954892066)
"Topic 430	('chromatogram'", 'niche', 'chromatograms', 'dimensions', 'overlapping', 'dimension', 'cpr', 'bergonii', 'breadth'," 'hypervolume')	(0.029768340706956508", 0.028681598341213883, 0.017861965533567316,0.017092776,0.015792877,0.01456136, 0.013957445037906645,0.013337591, 0.012357426536436776, 0.012171863683320431)
"Topic 431	('vitis'", 'grapevine', 'grapevines', 'rootstock', 'sec', 'vinifera', 'wild', '72c', 'rootstocks'," 'arnold')	(0.038668357247153784",0.03858651,0.036840823,0.035296696,0.030806392, 0.026589698548452143, 0.022084986531021786, 0.020241284216437668, 0.017996903006518232, 0.017128371751191616)
"Topic 432	('nz'", 'loci', 'gea', 'wide', 'outlier', 'ni', 'neglectus', 'salloum', 'si'," 'dataset')	(0.04450446053560815", 0.040990501162935636,0.02577241,0.024293371,0.017835756, 0.016454590646910905,0.016415485, 0.016080514890345607,0.014935898, 0.014798627489244865)
"Topic 433	('deer'", 'seed', 'seeds', 'retention', 'boar', 'roe', 'effusus', 'germination', 'feces'," 'calluna')	(0.030156328732415725", 0.029334154680749788, 0.026791939656651952, 0.025298687182532646, 0.024245299590360928,0.019570589, 0.018966963526151657,0.01776053, 0.017630977045604245, 0.016557059669934596)
"Topic 434	('sdr'", 'bimodality', 'seasonal', 'e02627', 'sdrs', 'mellard', 'peak', 'growing', 'diversity'," 'season')	(0.027724025292784046", 0.010101410253743013, 0.010098383686989947,0.009187162,0.009155097,0.009044902,0.008014646,0.007852594,0.007048107, 0.006444453947787289)
"Topic 435	('slenderbilled'", 'gulls', 'saltpans', 'gull', 'breeding', 'chicks', 'foraging', 'colony', '15n'," 'periods')	(0.025182894165688065",0.019336012, 0.016624455493014716, 0.013286999361286364, 0.012438747318010502, 0.012021891303509035,0.011657964, 0.010888093511235923, 0.010145465199270697, 0.008564982269302392)
"Topic 436	('aro'", 'sediment', 'pesticides', 'water', 'concentrations', 'sediments', 'exposed', 'dl', 'macrophyte'," 'column')	(0.04346641366240455", 0.040004512568953016,0.020300548, 0.018514238819502482, 0.015508928283587865, 0.014859073250490747, 0.014535853621372767,0.014050858, 0.013929506917088373, 0.01214690843986423)
"Topic 437	('muscle'", 'albumen', 'yolk', 'aas', '13c', '15n', 'aa', 'egg', 'endogenous'," 'emperor')	(0.07015050184641705",0.070056415,0.069632786,0.067273525,0.033034727,0.032398566,0.031904857,0.027647757, 0.027492479878625655, 0.02282175443165065)
"Topic 438	('tm'", 'terrestrial', 'morphotype', 'grandiflora', 'aquatic', 'morphotypes', 'shoots', 'am', 'condition'," 'malate')	(0.0345140847484615", 0.022863902645542673, 0.022104057736429487, 0.021470901795484325, 0.018517693682473614,0.016623394, 0.015741387553665095, 0.015377593973616065, 0.014680739550801339, 0.013196276656359805)
"Topic 439	('accase'", 'blackgrass', 'gly2078', 'mutant', 'leu1781', 'segregating', 'asn2041', 'dlye', 'tness'," 'herbicide')	(0.09713224775544642",0.044671531,0.040453622, 0.036031625627578785,0.034880989, 0.026643490795322203, 0.024795784083838264,0.024347796,0.022975234, 0.02032038048130875)
"Topic 440	('caledonia'", 'ultramafic', 'caledonian', 'flora', 'new', 'soils', 'indigenous', 'disharmony', 'families'," 'cunoniaceae')	(0.05184312838587765", 0.031009369229519985, 0.026551919566897224,0.025710598,0.022240397,0.017533682, 0.016653959512744218, 0.016647401683156784, 0.014920509634171634, 0.01321672393739444)
"Topic 441	('rics'", 'clutch', 'ric', 'centred', 'amplitude', 'term', 'investment', 'muro', 'absolute'," 'wavelength')	(0.051060814791155824", 0.050020187957884585,0.031772848, 0.030436892576549673, 0.029494733379085675,0.02725819,0.023913391,0.020598095,0.020471434, 0.018356454258923433)
"Topic 442	('madeira'", 'amazon', 'rousseauxii', 'fish', 'wat', 'tributaries', 'otolith', 'basin', 'river'," 'barthem')	(0.05484597522881643", 0.043174151903015816,0.036781285, 0.024707205615230463, 0.023745654040610603, 0.021455749420506088, 0.020901482694833516,0.017090798, 0.014922041782812309, 0.014673038295888816)
"Topic 443	('mixotrophy'", 'mixotrophic', 'heterotrophic', 'heterotrophy', 'noncarbon', 'mixotrophs', 'microalgae', 'autotrophy', 'necrotrophic'," 'protists')	(0.07602932959071713",0.029977849, 0.021984667402078856, 0.020528714411865854,0.019418576,0.018979915, 0.015876984971449678, 0.014616374819113096, 0.013746594218788117, 0.013121188648055924)
"Topic 444	('wing'", 'damage', 'surface', 'loss', 'crypsis', 'forewings', 'hindwings', 'symmetrical', 'flight'," 'butterflies')	(0.06644668869023036", 0.041606323098072204,0.031849454, 0.027020204572523895, 0.026082866659654712, 0.025212209997759062,0.024784164,0.022979866, 0.021132429271214732, 0.020070974528136387)
"Topic 445	('pyrenees'", 'nussr', 'silver', 'scotti', 'cpssr', 'saintagne', 'fir', 'western', 'eastern'," 'alps')	(0.055382398875269",0.017786899, 0.016683873230405672, 0.015199779627800645, 0.014644773130913245,0.014546214, 0.014466675526433347, 0.013154015313710406, 0.012682916327072493, 0.011988897890425329)
"Topic 446	('vkorc1'", 'mutations', 'mice', 'avk', 'l128s', 'resistance', 'mutated', 'rats', 'y139c'," 'w59g')	(0.09635876328157426",0.066913633,0.045257841,0.032159561, 0.029427866037658283, 0.026250003488891994, 0.025866146183510963, 0.023901452268392145, 0.023787006660502392, 0.021845456335588584)
"Topic 447	('gcms'", 'nana', 'uncertainties', 'sativa', 'projections', 'betweengcm', 'gcm', 'beaumont', 'scenarios'," 'rcp60')	(0.03915270649338929",0.023929227,0.017195246,0.016159286, 0.014358776259074179, 0.014274617273713725, 0.012813896715212362, 0.012313001846562968, 0.011781475135589442, 0.0115043509505697)
"Topic 448	('cockle'", 'cockles', 'trematode', '18', 'edule', '19', 'cerastoderma', 'oc', 'spawning'," 'jn')	(0.03732486081866892",0.035034733,0.033591637,0.032586697, 0.030264252708161892, 0.029025769145790574, 0.026409052722894445, 0.025119026886437624, 0.024270083643059236, 0.02402716819698348)
"Topic 449	('scp'", 'fimbriatus', 'spiders', 'plantarius', 'dolomedes', 'cold', 'freezing', 'hardiness', 'monsimet'," 'supercooling')	(0.05306577166364166",0.048606232, 0.037339154603728705,0.033182442,0.030525136, 0.023705328836199063,0.019864725,0.016591221, 0.015838735682030047, 0.014749571407816317)
